,videoId,comment
150,DBPYB8WkkDc,Meme😢
151,DBPYB8WkkDc,A
152,DBPYB8WkkDc,I wish to get it 😢 helps for studies ❤
153,DBPYB8WkkDc,Can I get a chance t
154,DBPYB8WkkDc,yo soy de guatemala mrBeast ya estoy  suscrito
155,DBPYB8WkkDc,Inshaallah I will get a Iphone❤
156,zvBXpoBegwE,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
157,zvBXpoBegwE,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
158,zvBXpoBegwE,The chance to get iPhone is 0.000000000000000000001%😅
159,zvBXpoBegwE,Norengo tarjeta😢
160,zvBXpoBegwE,Im
161,zvBXpoBegwE,Amake din
162,zvBXpoBegwE,1.000.000 missed calls from Samsung
163,zvBXpoBegwE,Ami ki pabo
164,zvBXpoBegwE,already subscribed😢
165,zvBXpoBegwE,I’m subscribed  🪼
166,zvBXpoBegwE,I REALLY NEED A NEW ONEEE
167,zvBXpoBegwE,PLZZZZ
168,zvBXpoBegwE,🎉🎉🎉🎉🎉❤❤❤❤❤
169,zvBXpoBegwE,🇮🇳🇮🇳🇮🇳
170,zvBXpoBegwE,Meme😢
171,zvBXpoBegwE,A
172,zvBXpoBegwE,I wish to get it 😢 helps for studies ❤
173,zvBXpoBegwE,Can I get a chance t
174,zvBXpoBegwE,yo soy de guatemala mrBeast ya estoy  suscrito
175,zvBXpoBegwE,Inshaallah I will get a Iphone❤
176,SWc8fI_9iqA,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
177,SWc8fI_9iqA,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
178,SWc8fI_9iqA,The chance to get iPhone is 0.000000000000000000001%😅
179,SWc8fI_9iqA,Norengo tarjeta😢
180,SWc8fI_9iqA,Im
181,SWc8fI_9iqA,Amake din
182,SWc8fI_9iqA,1.000.000 missed calls from Samsung
183,SWc8fI_9iqA,Ami ki pabo
184,SWc8fI_9iqA,already subscribed😢
185,SWc8fI_9iqA,I’m subscribed  🪼
186,SWc8fI_9iqA,I REALLY NEED A NEW ONEEE
187,SWc8fI_9iqA,PLZZZZ
188,SWc8fI_9iqA,🎉🎉🎉🎉🎉❤❤❤❤❤
189,SWc8fI_9iqA,🇮🇳🇮🇳🇮🇳
190,SWc8fI_9iqA,Meme😢
191,SWc8fI_9iqA,A
192,SWc8fI_9iqA,I wish to get it 😢 helps for studies ❤
193,SWc8fI_9iqA,Can I get a chance t
194,SWc8fI_9iqA,yo soy de guatemala mrBeast ya estoy  suscrito
195,SWc8fI_9iqA,Inshaallah I will get a Iphone❤
196,0BjlBnfHcHM,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
197,0BjlBnfHcHM,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
198,0BjlBnfHcHM,The chance to get iPhone is 0.000000000000000000001%😅
199,0BjlBnfHcHM,Norengo tarjeta😢
200,0BjlBnfHcHM,Im
201,0BjlBnfHcHM,Amake din
202,0BjlBnfHcHM,1.000.000 missed calls from Samsung
203,0BjlBnfHcHM,Ami ki pabo
204,0BjlBnfHcHM,already subscribed😢
205,0BjlBnfHcHM,I’m subscribed  🪼
206,0BjlBnfHcHM,I REALLY NEED A NEW ONEEE
207,0BjlBnfHcHM,PLZZZZ
208,0BjlBnfHcHM,🎉🎉🎉🎉🎉❤❤❤❤❤
209,0BjlBnfHcHM,🇮🇳🇮🇳🇮🇳
210,0BjlBnfHcHM,Meme😢
211,0BjlBnfHcHM,A
212,0BjlBnfHcHM,I wish to get it 😢 helps for studies ❤
213,0BjlBnfHcHM,Can I get a chance t
214,0BjlBnfHcHM,yo soy de guatemala mrBeast ya estoy  suscrito
215,0BjlBnfHcHM,Inshaallah I will get a Iphone❤
216,HcL1EQ5qD_g,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
217,HcL1EQ5qD_g,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
218,HcL1EQ5qD_g,The chance to get iPhone is 0.000000000000000000001%😅
219,HcL1EQ5qD_g,Norengo tarjeta😢
220,HcL1EQ5qD_g,Im
221,HcL1EQ5qD_g,Amake din
222,HcL1EQ5qD_g,1.000.000 missed calls from Samsung
223,HcL1EQ5qD_g,Ami ki pabo
224,HcL1EQ5qD_g,already subscribed😢
225,HcL1EQ5qD_g,I’m subscribed  🪼
226,HcL1EQ5qD_g,I REALLY NEED A NEW ONEEE
227,HcL1EQ5qD_g,PLZZZZ
228,HcL1EQ5qD_g,🎉🎉🎉🎉🎉❤❤❤❤❤
229,HcL1EQ5qD_g,🇮🇳🇮🇳🇮🇳
230,HcL1EQ5qD_g,Meme😢
231,HcL1EQ5qD_g,A
232,HcL1EQ5qD_g,I wish to get it 😢 helps for studies ❤
233,HcL1EQ5qD_g,Can I get a chance t
234,HcL1EQ5qD_g,yo soy de guatemala mrBeast ya estoy  suscrito
235,HcL1EQ5qD_g,Inshaallah I will get a Iphone❤
236,dc089EZRGcg,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
237,dc089EZRGcg,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
238,dc089EZRGcg,The chance to get iPhone is 0.000000000000000000001%😅
239,dc089EZRGcg,Norengo tarjeta😢
240,dc089EZRGcg,Im
241,dc089EZRGcg,Amake din
242,dc089EZRGcg,1.000.000 missed calls from Samsung
243,dc089EZRGcg,Ami ki pabo
244,dc089EZRGcg,already subscribed😢
245,dc089EZRGcg,I’m subscribed  🪼
246,dc089EZRGcg,I REALLY NEED A NEW ONEEE
247,dc089EZRGcg,PLZZZZ
248,dc089EZRGcg,🎉🎉🎉🎉🎉❤❤❤❤❤
249,dc089EZRGcg,🇮🇳🇮🇳🇮🇳
250,dc089EZRGcg,Meme😢
251,dc089EZRGcg,A
252,dc089EZRGcg,I wish to get it 😢 helps for studies ❤
253,dc089EZRGcg,Can I get a chance t
254,dc089EZRGcg,yo soy de guatemala mrBeast ya estoy  suscrito
255,dc089EZRGcg,Inshaallah I will get a Iphone❤
256,I9mw5UlDyPI,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
257,I9mw5UlDyPI,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
258,I9mw5UlDyPI,The chance to get iPhone is 0.000000000000000000001%😅
259,I9mw5UlDyPI,Norengo tarjeta😢
260,I9mw5UlDyPI,Im
261,I9mw5UlDyPI,Amake din
262,I9mw5UlDyPI,1.000.000 missed calls from Samsung
263,I9mw5UlDyPI,Ami ki pabo
264,I9mw5UlDyPI,already subscribed😢
265,I9mw5UlDyPI,I’m subscribed  🪼
266,I9mw5UlDyPI,I REALLY NEED A NEW ONEEE
267,I9mw5UlDyPI,PLZZZZ
268,I9mw5UlDyPI,🎉🎉🎉🎉🎉❤❤❤❤❤
269,I9mw5UlDyPI,🇮🇳🇮🇳🇮🇳
270,I9mw5UlDyPI,Meme😢
271,I9mw5UlDyPI,A
272,I9mw5UlDyPI,I wish to get it 😢 helps for studies ❤
273,I9mw5UlDyPI,Can I get a chance t
274,I9mw5UlDyPI,yo soy de guatemala mrBeast ya estoy  suscrito
275,I9mw5UlDyPI,Inshaallah I will get a Iphone❤
276,pS-fFdvyHLE,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
277,pS-fFdvyHLE,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
278,pS-fFdvyHLE,The chance to get iPhone is 0.000000000000000000001%😅
279,pS-fFdvyHLE,Norengo tarjeta😢
280,pS-fFdvyHLE,Im
281,pS-fFdvyHLE,Amake din
282,pS-fFdvyHLE,1.000.000 missed calls from Samsung
283,pS-fFdvyHLE,Ami ki pabo
284,pS-fFdvyHLE,already subscribed😢
285,pS-fFdvyHLE,I’m subscribed  🪼
286,pS-fFdvyHLE,I REALLY NEED A NEW ONEEE
287,pS-fFdvyHLE,PLZZZZ
288,pS-fFdvyHLE,🎉🎉🎉🎉🎉❤❤❤❤❤
289,pS-fFdvyHLE,🇮🇳🇮🇳🇮🇳
290,pS-fFdvyHLE,Meme😢
291,pS-fFdvyHLE,A
292,pS-fFdvyHLE,I wish to get it 😢 helps for studies ❤
293,pS-fFdvyHLE,Can I get a chance t
294,pS-fFdvyHLE,yo soy de guatemala mrBeast ya estoy  suscrito
295,pS-fFdvyHLE,Inshaallah I will get a Iphone❤
296,Xj0Jtjg3lHQ,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
297,Xj0Jtjg3lHQ,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
298,Xj0Jtjg3lHQ,The chance to get iPhone is 0.000000000000000000001%😅
299,Xj0Jtjg3lHQ,Norengo tarjeta😢
300,Xj0Jtjg3lHQ,Im
301,Xj0Jtjg3lHQ,Amake din
302,Xj0Jtjg3lHQ,1.000.000 missed calls from Samsung
303,Xj0Jtjg3lHQ,Ami ki pabo
304,Xj0Jtjg3lHQ,already subscribed😢
305,Xj0Jtjg3lHQ,I’m subscribed  🪼
306,Xj0Jtjg3lHQ,I REALLY NEED A NEW ONEEE
307,Xj0Jtjg3lHQ,PLZZZZ
308,Xj0Jtjg3lHQ,🎉🎉🎉🎉🎉❤❤❤❤❤
309,Xj0Jtjg3lHQ,🇮🇳🇮🇳🇮🇳
310,Xj0Jtjg3lHQ,Meme😢
311,Xj0Jtjg3lHQ,A
312,Xj0Jtjg3lHQ,I wish to get it 😢 helps for studies ❤
313,Xj0Jtjg3lHQ,Can I get a chance t
314,Xj0Jtjg3lHQ,yo soy de guatemala mrBeast ya estoy  suscrito
315,Xj0Jtjg3lHQ,Inshaallah I will get a Iphone❤
316,9UtcHPCEBgg,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
317,9UtcHPCEBgg,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
318,9UtcHPCEBgg,The chance to get iPhone is 0.000000000000000000001%😅
319,9UtcHPCEBgg,Norengo tarjeta😢
320,9UtcHPCEBgg,Im
321,9UtcHPCEBgg,Amake din
322,9UtcHPCEBgg,1.000.000 missed calls from Samsung
323,9UtcHPCEBgg,Ami ki pabo
324,9UtcHPCEBgg,already subscribed😢
325,9UtcHPCEBgg,I’m subscribed  🪼
326,9UtcHPCEBgg,I REALLY NEED A NEW ONEEE
327,9UtcHPCEBgg,PLZZZZ
328,9UtcHPCEBgg,🎉🎉🎉🎉🎉❤❤❤❤❤
329,9UtcHPCEBgg,🇮🇳🇮🇳🇮🇳
330,9UtcHPCEBgg,Meme😢
331,9UtcHPCEBgg,A
332,9UtcHPCEBgg,I wish to get it 😢 helps for studies ❤
333,9UtcHPCEBgg,Can I get a chance t
334,9UtcHPCEBgg,yo soy de guatemala mrBeast ya estoy  suscrito
335,9UtcHPCEBgg,Inshaallah I will get a Iphone❤
336,ZNt_GoOBHq8,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
337,ZNt_GoOBHq8,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
338,ZNt_GoOBHq8,The chance to get iPhone is 0.000000000000000000001%😅
339,ZNt_GoOBHq8,Norengo tarjeta😢
340,ZNt_GoOBHq8,Im
341,ZNt_GoOBHq8,Amake din
342,ZNt_GoOBHq8,1.000.000 missed calls from Samsung
343,ZNt_GoOBHq8,Ami ki pabo
344,ZNt_GoOBHq8,already subscribed😢
345,ZNt_GoOBHq8,I’m subscribed  🪼
346,ZNt_GoOBHq8,I REALLY NEED A NEW ONEEE
347,ZNt_GoOBHq8,PLZZZZ
348,ZNt_GoOBHq8,🎉🎉🎉🎉🎉❤❤❤❤❤
349,ZNt_GoOBHq8,🇮🇳🇮🇳🇮🇳
350,ZNt_GoOBHq8,Meme😢
351,ZNt_GoOBHq8,A
352,ZNt_GoOBHq8,I wish to get it 😢 helps for studies ❤
353,ZNt_GoOBHq8,Can I get a chance t
354,ZNt_GoOBHq8,yo soy de guatemala mrBeast ya estoy  suscrito
355,ZNt_GoOBHq8,Inshaallah I will get a Iphone❤
356,bn0Kh9c4Zv4,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
357,bn0Kh9c4Zv4,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
358,bn0Kh9c4Zv4,The chance to get iPhone is 0.000000000000000000001%😅
359,bn0Kh9c4Zv4,Norengo tarjeta😢
360,bn0Kh9c4Zv4,Im
361,bn0Kh9c4Zv4,Amake din
362,bn0Kh9c4Zv4,1.000.000 missed calls from Samsung
363,bn0Kh9c4Zv4,Ami ki pabo
364,bn0Kh9c4Zv4,already subscribed😢
365,bn0Kh9c4Zv4,I’m subscribed  🪼
366,bn0Kh9c4Zv4,I REALLY NEED A NEW ONEEE
367,bn0Kh9c4Zv4,PLZZZZ
368,bn0Kh9c4Zv4,🎉🎉🎉🎉🎉❤❤❤❤❤
369,bn0Kh9c4Zv4,🇮🇳🇮🇳🇮🇳
370,bn0Kh9c4Zv4,Meme😢
371,bn0Kh9c4Zv4,A
372,bn0Kh9c4Zv4,I wish to get it 😢 helps for studies ❤
373,bn0Kh9c4Zv4,Can I get a chance t
374,bn0Kh9c4Zv4,yo soy de guatemala mrBeast ya estoy  suscrito
375,bn0Kh9c4Zv4,Inshaallah I will get a Iphone❤
376,dDVFnfCwjHA,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
377,dDVFnfCwjHA,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
378,dDVFnfCwjHA,The chance to get iPhone is 0.000000000000000000001%😅
379,dDVFnfCwjHA,Norengo tarjeta😢
380,dDVFnfCwjHA,Im
381,dDVFnfCwjHA,Amake din
382,dDVFnfCwjHA,1.000.000 missed calls from Samsung
383,dDVFnfCwjHA,Ami ki pabo
384,dDVFnfCwjHA,already subscribed😢
385,dDVFnfCwjHA,I’m subscribed  🪼
386,dDVFnfCwjHA,I REALLY NEED A NEW ONEEE
387,dDVFnfCwjHA,PLZZZZ
388,dDVFnfCwjHA,🎉🎉🎉🎉🎉❤❤❤❤❤
389,dDVFnfCwjHA,🇮🇳🇮🇳🇮🇳
390,dDVFnfCwjHA,Meme😢
391,dDVFnfCwjHA,A
392,dDVFnfCwjHA,I wish to get it 😢 helps for studies ❤
393,dDVFnfCwjHA,Can I get a chance t
394,dDVFnfCwjHA,yo soy de guatemala mrBeast ya estoy  suscrito
395,dDVFnfCwjHA,Inshaallah I will get a Iphone❤
396,Kt2HvqRruHQ,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
397,Kt2HvqRruHQ,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
398,Kt2HvqRruHQ,The chance to get iPhone is 0.000000000000000000001%😅
399,Kt2HvqRruHQ,Norengo tarjeta😢
400,Kt2HvqRruHQ,Im
401,Kt2HvqRruHQ,Amake din
402,Kt2HvqRruHQ,1.000.000 missed calls from Samsung
403,Kt2HvqRruHQ,Ami ki pabo
404,Kt2HvqRruHQ,already subscribed😢
405,Kt2HvqRruHQ,I’m subscribed  🪼
406,Kt2HvqRruHQ,I REALLY NEED A NEW ONEEE
407,Kt2HvqRruHQ,PLZZZZ
408,Kt2HvqRruHQ,🎉🎉🎉🎉🎉❤❤❤❤❤
409,Kt2HvqRruHQ,🇮🇳🇮🇳🇮🇳
410,Kt2HvqRruHQ,Meme😢
411,Kt2HvqRruHQ,A
412,Kt2HvqRruHQ,I wish to get it 😢 helps for studies ❤
413,Kt2HvqRruHQ,Can I get a chance t
414,Kt2HvqRruHQ,yo soy de guatemala mrBeast ya estoy  suscrito
415,Kt2HvqRruHQ,Inshaallah I will get a Iphone❤
416,vDrSCXFMAKk,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
417,vDrSCXFMAKk,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
418,vDrSCXFMAKk,The chance to get iPhone is 0.000000000000000000001%😅
419,vDrSCXFMAKk,Norengo tarjeta😢
420,vDrSCXFMAKk,Im
421,vDrSCXFMAKk,Amake din
422,vDrSCXFMAKk,1.000.000 missed calls from Samsung
423,vDrSCXFMAKk,Ami ki pabo
424,vDrSCXFMAKk,already subscribed😢
425,vDrSCXFMAKk,I’m subscribed  🪼
426,vDrSCXFMAKk,I REALLY NEED A NEW ONEEE
427,vDrSCXFMAKk,PLZZZZ
428,vDrSCXFMAKk,🎉🎉🎉🎉🎉❤❤❤❤❤
429,vDrSCXFMAKk,🇮🇳🇮🇳🇮🇳
430,vDrSCXFMAKk,Meme😢
431,vDrSCXFMAKk,A
432,vDrSCXFMAKk,I wish to get it 😢 helps for studies ❤
433,vDrSCXFMAKk,Can I get a chance t
434,vDrSCXFMAKk,yo soy de guatemala mrBeast ya estoy  suscrito
435,vDrSCXFMAKk,Inshaallah I will get a Iphone❤
436,snX5YyflrGw,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
437,snX5YyflrGw,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
438,snX5YyflrGw,The chance to get iPhone is 0.000000000000000000001%😅
439,snX5YyflrGw,Norengo tarjeta😢
440,snX5YyflrGw,Im
441,snX5YyflrGw,Amake din
442,snX5YyflrGw,1.000.000 missed calls from Samsung
443,snX5YyflrGw,Ami ki pabo
444,snX5YyflrGw,already subscribed😢
445,snX5YyflrGw,I’m subscribed  🪼
446,snX5YyflrGw,I REALLY NEED A NEW ONEEE
